NL Statement,Logic Expression
The scooter will activate the turn signals only when the corresponding handlebar switch is engaged.,(Turn signal switch engaged)-->(Activate turn signals)
"If the ECG leads are not properly attached, then the machine will display a ""Lead Disconnection"" error.","(ECG leads not properly attached)-->(Display ""Lead Disconnection"" error)"
The ECG machine will record the heart rate only if it detects a valid R-wave in the ECG signal.,(Valid R-wave detected)-->(Record heart rate)
The ECG machine will activate the alarm if the patient's heart rate exceeds 150 beats per minute.,(Heart rate > 150 BPM)-->(Activate alarm)
The machine will print an ECG report if and only if the signal quality meets the defined standards.,(Signal quality meets standards)-->(Print ECG report)
"If the electrodes are expired, then the ECG machine will prompt the user to replace them.",(Electrodes expired)-->(Prompt to replace electrodes)
The ECG machine will analyze the ST-segment only if the patient is in the resting state.,(Patient in resting state)-->(Analyze ST-segment)
"If the lead wires are tangled, then the ECG machine will display a ""Lead Wire Tangle"" warning.","(Lead wires tangled)-->(Display ""Lead Wire Tangle"" warning)"
The ECG machine will enter sleep mode if there is no patient data input for 10 minutes.,(No patient data input for 10 minutes)-->(Enter sleep mode)
"The ECG machine will continuously monitor the heart rhythm if and only if it is in ""Continuous Monitoring"" mode.","(ECG machine in ""Continuous Monitoring"" mode)-->(Continuous heart rhythm monitoring)"
"If the baseline drift exceeds 2 millimeters, the machine will prompt the user to recalibrate the ECG electrodes.",(Baseline drift > 2 mm)-->(Prompt to recalibrate electrodes)
"The ECG machine will display a ""Lead Reversal"" alert if and only if the lead connections are reversed.","(Lead connections reversed)-->(Display ""Lead Reversal"" alert)"
"If the patient is in an emergency state, the ECG machine will prioritize monitoring over printing reports.",(Patient in emergency state)-->(Prioritize monitoring over printing)
The ECG machine will trigger an alarm if the QRS duration exceeds 120 milliseconds.,(QRS duration > 120 ms)-->(Trigger alarm)
"If and only if the ECG signal is free from artifacts, the machine will perform automatic arrhythmia detection.",(ECG signal artifact-free)-->(Automatic arrhythmia detection)
The ECG machine will save a snapshot of the ECG waveform if and only if the user explicitly requests it.,(User explicitly requests snapshot)-->(Save ECG waveform snapshot)
"If smoke is detected, then the smoke detector will activate the alarm.",(Smoke detected)-->(Activate alarm)
The smoke detector will only trigger the sprinkler system if it detects both smoke and heat.,(Smoke detected and Heat detected)-->(Trigger sprinkler system)
The alarm will sound if and only if smoke is detected and the battery level is sufficient.,(Smoke detected and Battery level sufficient)-->(Sound alarm)
"If the smoke detector undergoes a self-test and fails, it will display a ""System Malfunction"" warning.","(Self-test fails)-->(Display ""System Malfunction"" warning)"
The smoke detector will not trigger false alarms unless both smoke and heat are detected simultaneously.,(Smoke detected and Heat detected)-->(not(False alarm))
"If the ambient temperature is below 4°C, the smoke detector will disable the fan to prevent freezing.",(Ambient temperature < 4°C)-->(Disable fan)
The smoke detector will initiate an evacuation alarm only when smoke is detected in the common areas.,(Smoke detected in common areas)-->(Initiate evacuation alarm)
"If the smoke detector's internal sensor malfunctions, it will automatically switch to a backup sensor.",(Internal sensor malfunction)-->(Switch to backup sensor)
The smoke detector will send a notification to the central monitoring system if it detects smoke in a monitored room.,(Smoke detected in monitored room)-->(Send notification to central monitoring system)
The smoke detector will only test its alarm functionality if the ambient light is sufficient for visual confirmation.,(Ambient light sufficient)-->(Test alarm functionality)
"If and only if the smoke detector is in ""Silent Mode,"" it will not sound the alarm even if smoke is detected.",(Smoke detected and Silent Mode)-->(not(Sound alarm))
The smoke detector will sound a low-battery warning if the battery voltage drops below 2.8 volts.,(Battery voltage < 2.8 volts)-->(Sound low-battery warning)
"If the smoke detector is in ""Test Mode,"" it will simulate smoke detection without triggering a real alarm.",(Test Mode)-->(Simulate smoke detection)
The smoke detector will activate a visual strobe light only when both smoke and high levels of carbon monoxide are detected.,(Smoke detected and High carbon monoxide level)-->(Activate visual strobe light)
"If the smoke detector is connected to a smart home system, it will send a push notification to the user's smartphone upon detecting smoke.",(Connected to smart home system and Smoke detected)-->(Send push notification to smartphone)
"If the calculator is powered on and the user presses the ""="" button, then it will perform the calculation.","(Calculator powered on and ""="" button pressed)-->(Perform calculation)"
The calculator will display an error message if the user attempts to divide by zero.,(Denominator = 0)-->(Display error message)
"If the user selects the square root function, the calculator will only display real roots for non-negative input.",(Square root function selected and Input >= 0)-->(Display real roots)
The calculator will switch to scientific mode if and only if the user explicitly selects the scientific mode option.,(User selects scientific mode option)-->(Switch to scientific mode)
"If the calculator is in ""Degree"" mode, trigonometric functions will assume angles are in degrees.","(Calculator in ""Degree"" mode)-->(Trigonometric functions use degrees)"
